id;label;siren;long;lat;PLCI norme;Plci
869;ASSOCIATION AIDE;378638761;5,407229;45,444947;0.270016506652924;1.86012302754747
870;ASSOCIATION AIDE MENAGERE MILIEU RURAL;378639264;;;0.296902431432481;1.94650976196844
871;EMPLOI 38;378644322;5,732623;45,193634;0.132257356466653;1.41749130783632
872;SARL FDI FRANCE;378989180;;;0.260111165944667;1.82829633591869
873;GXO LOGISTICS FRA;378992895;5,119474;45,670369;0.284250231536219;1.90585718106446
874;ASS ADMR LA RICANDELLE;379163249;;;0.268185267194255;1.854239101364
875;VISION;379191919;;;0.132257356466653;1.41749130783632
876;ASS AIDE MENAGERE MILIEU RURAL NENUPHARS;379240526;;;0.270182982967349;1.86065792992779
877;ADMR ROYANS AM;379240674;;;0.297818051161815;1.94945172506018
878;ASS AIDE MENAGERE;379241391;5,733942;45,388394;0.284749660479492;1.9074618882054
879;ASS AIDE MENAGERE MILIEU RURAL;379241607;;;0.168465954853981;1.53383257555496
880;SSIAD DES TERRES;379244957;5,407229;45,444947;0.168863870240192;1.53511111111111
881;INTERNATIONAL SER;379359136;5,682528;45,204807;0.152234514197593;1.48167959347419
882;ALLIBERT SANITAIRE;379377427;;;0.163471665421246;1.51778550414549
883;STEAP STAILOR;379409600;5,697037;45,158781;0.153732801027413;1.48649371489703
884;HOLDING DE RESTAURATION CONCEDEE HRC;379455231;;;0.23650870966177;1.75245966155057
885;CENTUM T&S (CENTU;379976723;5,588552;45,320912;0.166634715395312;1.52794864937149
886;EURL NICOLAS NETTOYA;380006320;5,71293;45,16066;0.132257356466653;1.41749130783632
887;IMPRIMERIE COURAND;380014407;5,196496;45,751767;0.29948281430606;1.95480074886333
888;ORANGE;380129866;;;0.132257356466653;1.41749130783632
889;ORANGE;380129866;5,275187;45,584777;0.276176130286631;1.87991441561915
890;ENSEMBLE MUSICAL;380177964;5,884083;45,278338;0.0892023461166763;1.2791519434629
891;PAREDES ORAPI SIEGE;380302653;;;0.276925273701541;1.88232147633057
892;AUBERT & DUVAL;380342808;;;0.466354885600769;2.49097472924188
893;BYMYCAR AUTOMOTIVE;380475293;5,6811;45,190442;0.0717061027688493;1.22293504410585
894;VALPES;380688275;5,591669;45,322649;0.166634715395312;1.52794864937149
895;RHONADIS;380694760;4,78157;45,404014;0.543099676806824;2.73756218905473
896;KOPRAM;380745117;5,721728;45,164114;0.132257356466653;1.41749130783632
897;CENTRAKOR STORES;380794511;5,765688;45,18503;0.150985941839409;1.47766782562182
898;ETIC TELECOM;380927475;5,813511;45,217038;0.176290341631932;1.55897298742979
899;DS SMITH PACKAGING;380988253;5,5142;45,34673;0.0727503354561778;1.22629025143361
900;ROUSSIN ENERGIES;381063932;5,695761024;45,18679497;0.152234514197593;1.48167959347419
901;CAPSYS;381128859;5,876628;45,265292;0.178953962662724;1.56753142551484
902;ERAS LABO;381144211;;;0.0893607837697542;1.27966101694915
903;KOESIO AURA;381228386;5,729229;45,150219;0.148239082651405;1.46884193634662
904;ALPILINK;381332295;5,703642;45,158226;0.0693391758517132;1.21532990912683
905;BONNET & ASSOCIES;381424019;4,865758;45,513213;0.294571763030538;1.93902112864402
906;GOLF CLUB DE LYON;381438449;;;0.285332327579978;1.90933404653651
907;AMBULANCE ASSISTANCE VOIRONNAISE;381461821;;;0.163471665421246;1.51778550414549
908;LA REVOLA RESIDENCE;381535434;5,55301;45,070233;0.316380160220147;2.00909334046537
909;LEFAURE CALENDRIERS;381580190;;;0.247629924672851;1.78819305943359
910;ASS GESTION CENTRE;382077097;5,732636;45,161912;0.132257356466653;1.41749130783632
911;GS YUASA BATTERY F;382079622;5,107235;45,65997;0.276925273701541;1.88232147633057
912;DEPANN' FAMILLES;382439321;5,685629;45,197283;0.152234514197593;1.48167959347419
913;B.2.M.;382500429;5,729309;45,187367;0.132257356466653;1.41749130783632
914;GRENOPLACE;382511160;5,732046;45,157897;0.132257356466653;1.41749130783632
915;EUROPEENNE D INVESTISSEMENTS;382735694;;;0.163471665421246;1.51778550414549
916;BURBAN PALETTES R;382931418;5,176376;45,623717;0.284250231536219;1.90585718106446
917;EDEL TECHNIQ APPL;382972537;5,052041;45,637219;0.334942269278478;2.06873495587055
918;CRECHE HALTE GARDERIE L ENVOL;383024437;;;0.16804976406792;1.53249531960417
919;XPO DISTRIBUTION;383242161;5,662599;45,246538;0.153483086555776;1.48569136132656
920;CHAUX ET CIMENTS DE SAINT HILAIRE DE BRENS;383308939;;;0.305011061860306;1.97256347256347
921;SARL BOURGUIGNON;383368099;5,317375;45,109694;0.297818051161815;1.94945172506018
922;DISTRI CASH ACCES;383485018;5,662029;45,218015;0.153150133926927;1.48462155656593
923;ALL SYSTEMS;383604261;5,694929;45,180028;0.153316610241352;1.48515645894624
924;SCHINDLER;383711678;5,565993;45,349526;0.0960527264100756;1.30116279069767
925;SOCIETE GESER BEST;383934742;5,67405;45,221542;0.151069179996621;1.47793527681198
926;CHRONOPOST;383960135;5,620061;45,263799;0.153899277341838;1.48702861727735
927;CAISSE D'EPARGNE E;384006029;5,285308;45,588882;0.276176130286631;1.87991441561915
928;SPORTS ET PAYSAGES;384021457;;;0.0714284099332334;1.22204279370206
929;CARMETAL;384075495;4,806038941;45,31986298;0.304144151109946;1.96977801551217
930;IPAC;384164919;5,774841;45,186954;0.150985941839409;1.47766782562182
931;M.G.A.;384187597;5,106412;45,643936;0.276925273701541;1.88232147633057
932;RAIMONDI DISTRIBUT;384332110;5,464024;45,39848;0.269267363238014;1.85771596683605
933;CARRON;384533196;;;0.154565182599536;1.48916822679861
934;LAGON;384692224;5,241835;45,392;0.268767934294741;1.85611125969511
935;COOPENOIX - SOCIE;384735221;5,417901;45,213368;0.479716720602629;2.53390742734123
936;SERVICE DISTRIBUT;384761318;5,474585;45,392257;0.268934410609165;1.85664616207542
937;DBVIB CONSULTING;384854436;4,917093;45,512839;0.294571763030538;1.93902112864402
938;SEVE PAYSAGE;384861134;5,751084;45,168829;0.150985941839409;1.47766782562182
939;BASSETTI;384868873;5,712529;45,191393;0.132257356466653;1.41749130783632
940;BASSETTI;384868873;5,712911;45,191962;0.132257356466653;1.41749130783632
941;EFIRE;384901989;4,811623;45,586649;0.297818051161815;1.94945172506018
942;FERRO BULLONI FRA;385086483;5,608599;45,572144;0.260860309359577;1.83070339663011
943;SARL RIVOIRE MECAN;385152814;4,844204;45,457993;0.304471529449713;1.9708299096138
944;ARCHITECTURE ET T;385353966;5,712787;45,190027;0.132257356466653;1.41749130783632
945;P.M.P.;387477466;5,748919;45,158751;0.0502037422608863;1.15384615384615
946;AMBULANCES TAXIS;387529134;5,475814;45,389937;0.268934410609165;1.85664616207542
947;CAFES;387863384;5,790555;44,908133;0.305226247153706;1.97325488098422
948;ANEST IWATA FRANC;387868292;5,103719;45,658231;0.276925273701541;1.88232147633057
949;ONET TECHNOLOGIES TI;388035107;;;0.298650432733938;1.95212623696175
950;AFITEXINOV;388185084;5,374975;45,560018;0.261110023831214;1.83150575020059
951;EUROCLEAN;388190175;5,485351;45,35253;0.167550335124646;1.53089061246323
952;MARTIN G SARL;388357329;4,920653;45,522968;0.288436607097222;1.9193083573487
953;ORPHEO GNB;388390304;5,690198;45,172034;0.153316610241352;1.48515645894624
954;EXPERTS ET PARTEN;388395287;5,698612;45,180505;0.153316610241352;1.48515645894624
955;CERFRANCE DAUPHINE;388577660;5,339009;45,356093;0.268185267194255;1.854239101364
956;CERFRANCE DAUPHINE PROVENCE;388577660;;;0.0488192271032221;1.14939759036145
957;ATMOSPH AIR KATAD;388629503;5,715451;45,175337;0.132257356466653;1.41749130783632
958;OCP REPARTITION;388698201;5,712333;45,149513;0.148239082651405;1.46884193634662
959;PETRAM;388796567;4,92183;45,522095;0.29873367089115;1.95239368815191
960;ETABLISSEMENTS JEAN VILLETON;388931339;;;0.260943547516789;1.83097084782027
961;SA G.RAY.FF;388942336;5,048246;45,608541;0.336357317951087;2.07328162610324
962;EX-SFATE;388943144;5,420417;45,499432;0.261193261988426;1.83177320139075
963;ETABLISSEMENTS PE;389042326;5,770448;45,203627;0.151069179996621;1.47793527681198
964;ETS MERLE;389679614;5,782703;44,920815;0.298848470036694;1.95276254744833
965;MEUNIER;389899956;5,712911;45,191962;0.132257356466653;1.41749130783632
966;NORMAND SARL;389998501;;;0.496999304027473;2.58943781942078
967;LECITRAILER FRANC;390454940;5,119013;45,670231;0.284250231536219;1.90585718106446
968;POINT D EAU;390543742;5,74128;45,196285;0.132257356466653;1.41749130783632
969;VINAY MATERIEL;390744043;5,757701;45,163655;0.150985941839409;1.47766782562182
970;FOOTBALL CLUB D'ECHIROLLES;390817062;;;0.0577148993584723;1.17798013245033
971;RHONE ALPES FONDA;391041985;5,293092;45,583996;0.255662269193219;1.81400165700083
972;MIG METALLERIE INDUSTRIELLE GIRAUD;391059763;;;0.305309485310918;1.97352233217438
973;ISABELLE MAYEN FA;391077633;5,478802;45,674411;0.298650432733938;1.95212623696175
974;TRANSPORT INTERNA;391194123;5,124967;45,654067;0.276925273701541;1.88232147633057
975;ASSOC POIL DE CAROTTE;391253077;;;0.298151003790664;1.95052152982081
976;SEREC;391299427;5,577327;45,347388;0.163471665421246;1.51778550414549
977;AUTOGRILL COTE FRANCE;391378239;;;0.264012126502738;1.84083044982699
978;ORIADE NOVIALE;391466018;5,76044;45,203438;0.151069179996621;1.47793527681198
979;ORIADE NOVIALE;391466018;5,75988;45,185909;0.150985941839409;1.47766782562182
980;ORIADE NOVIALE;391466018;5,586212;45,368883;0.0726126957305227;1.22584800343495
981;ORIADE NOVIALE;391466018;5,662816;45,536345;0.240879590093793;1.76650366748166
982;ORIADE NOVIALE;391466018;5,243061;45,59694;0.276176130286631;1.87991441561915
983;ORIADE NOVIALE;391466018;5,324932;45,146513;0.459449395015102;2.46878680800942
984;ORIADE NOVIALE;391466018;5,703642;45,158226;0.148239082651405;1.46884193634662
985;ORIADE NOVIALE;391466018;5,723165;45,148112;0.148239082651405;1.46884193634662
986;CECILLON TRAITEUR;391472172;;;0.306754028794568;1.97816377171216
987;RAVIX TUYAUTERIE;391576881;5,681045;45,113751;0.153899277341838;1.48702861727735
988;GARAGE DU PARC;391902624;5,592938;45,353691;0.163471665421246;1.51778550414549
989;PHV CARRIERES ET MA;392008587;5,012306;45,6047;0.569089674379863;2.82107023411371
990;AVENIR BOIS;392027397;5,684181;45,055648;0.154148991813474;1.48783097084782
991;ASSOCIATION LOCAL;392386728;5,712939;45,175281;0.132257356466653;1.41749130783632
992;DEP INDUSTRIE;392421442;5,41406;45,536104;0.261193261988426;1.83177320139075
993;NEXUS/FRANCE;392440061;5,702524;45,204955;0.132257356466653;1.41749130783632
994;CHEZ POM FLORE ET A;392504163;5,70473;45,18418;0.132257356466653;1.41749130783632
995;EUROMASTER FRANCE;392527404;5,678822;45,226057;0.151069179996621;1.47793527681198
996;CONGREGATION SOEURS MONIALES BETHLEEM;392699245;;;0.284749660479492;1.9074618882054
997;LA FABRIQUE MUSIC;392717799;5,068309;45,628492;0.334942269278478;2.06873495587055
998;CS GROUP - FRANCE;393135298;5,680709;45,202556;0.06655627233252;1.20638820638821
999;BOREL & ASSOCIES;393368964;5,260367;45,587377;0.276176130286631;1.87991441561915
1000;FONCIA AGDA;393369863;5,730651;45,187521;0.132257356466653;1.41749130783632
1001;UNAGI GRENOBLE;393370135;5,705535;45,185099;0.132257356466653;1.41749130783632
1002;AIRSTAR;393613609;;;0.179120438977149;1.56806632789516
1003;SOCIETE CASINO ALLEV;393657036;6,072609;45,39009;0.076759294878875;1.2391713747646
1004;PERETTI ENTRETIEN ET MAINTENANCE;393713862;;;0.148239082651405;1.46884193634662
1005;DIAM'S ENTRETIEN;393825328;5,711992;45,190624;0.132257356466653;1.41749130783632
1006;GRENOBLE LOGISTIQUE DISTRIBUTION - G.L.D;393845516;;;0.154232229970687;1.48809842203798
1007;GRENOBLE LOGISTIQUE DISTRIBUTION - G.L.D;393845516;;;0.270016506652924;1.86012302754747
1008;ALLAMAN;393845854;5,59491;45,358544;0.163471665421246;1.51778550414549
1009;STEEL PROJECTS FR;393892815;4,917262;45,512408;0.294571763030538;1.93902112864402
1010;ZIGO TOURS SARL;394300396;5,712165;45,18633;0.132257356466653;1.41749130783632
1011;ARIZONA GRILL;394306799;5,663149;45,206138;0.153150133926927;1.48462155656593
1012;ELIATIS;394310650;5,61704;45,303308;0.0797240244433228;1.24869729985789
1013;STEF TRANSPORT A;394454748;5,662599;45,246538;0.153483086555776;1.48569136132656
1014;AGENCE IMMOBILIER;394661797;5,71842;45,186166;0.132257356466653;1.41749130783632
1015;FERME DES 4 SAIS;394788301;5,948747;45,351347;0.178870724505512;1.56726397432469
1016;CHARPENTIERS DE S;394949028;4,88986;45,348303;0.372917152493125;2.19075144508671
1017;STANDPUB;397605684;5,775986;45,183949;0.150985941839409;1.47766782562182
1018;DOXALLIA;397775305;5,760945;45,165386;0.150985941839409;1.47766782562182
1019;BOURGEAT;397798539;;;0.23071091046106;1.73383084577114
1020;MEGA PRODUCTION;397877630;4,80981;45,3088;0.377502711735978;2.20548523206751
1021;GILLES TRIGNAT RE;397947433;5,784612;45,20716;0.151069179996621;1.47793527681198
1022;ERTIP;398091595;;;0.0458487819911186;1.1398533007335
1023;IMMOBILIERE RHONE;398115808;5,158079;45,610317;0.28316813549246;1.9023803155924
1024;CHARPENTES CONTE;398183095;5,853522;45,259661;0.179120438977149;1.56806632789516
1025;COMECA FRANCE;398215095;5,099618;45,660721;0.276925273701541;1.88232147633057
1026;ASSOC COMITES CR;398327171;5,815591;45,217421;0.176290341631932;1.55897298742979
1027;RENOLUX-FRANCE-INDUSTRIE;398382499;;;0.267040186894586;1.85055986218777
1028;AATLANTIDE;398394502;5,79572;45,213654;0.151069179996621;1.47793527681198
1029;BOUYOUD;398394585;5,331342;45,157458;0.315259381467079;2.00549218419941
1030;GVA BYMYCAR LYON;398458752;5,258604;45,587429;0.276176130286631;1.87991441561915
1031;GVA BYMYCAR LYON;398458752;5,259021;45,585865;0.276176130286631;1.87991441561915
1032;NORSYS SAS;398473470;5,726505;45,189908;0.132257356466653;1.41749130783632
1033;MICROMEDIA INTER;398539924;5,795872;45,213218;0.151069179996621;1.47793527681198
1034;HEPS;398599621;5,489154;45,675354;0.298650432733938;1.95212623696175
1035;PASSEPARTOUT;398654780;5,730123;45,14196;0.148239082651405;1.46884193634662
1036;STORES ROGER PROD;398815175;5,322776;45,582544;0.28466642232228;1.90719443701524
1037;EIFFAGE ROUTE CE;398827113;5,302553;45,573796;0.284832898636705;1.90772933939556
1038;MARRON FRERES;398891309;4,893585;45,496315;0.300897862978669;1.95934741909601
1039;EMPLOIS VERTS ET;398914911;5,598016;45,357689;0.163471665421246;1.51778550414549
1040;GMF ASSURANCES;398972901;5,759112;45,186357;0.150985941839409;1.47766782562182
1041;H&M HENNES & MAU;398979310;5,732046;45,157897;0.132257356466653;1.41749130783632
1042;H&M HENNES & MAURITZ;398979310;;;0.282918421020823;1.90157796202193
1043;RECORD PORTES AUTOMATIQUES;399024652;;;0.299566052463273;1.95506820005349
1044;SULLY GROUP;399091339;5,712372;45,191772;0.132257356466653;1.41749130783632
1045;VOIRIV;399377027;5,59365;45,356669;0.163471665421246;1.51778550414549
1046;ANNONAY PRODUCTI;399446657;4,796826;45,337276;0.301730244550791;1.96202193099759
1047;ASS PASSIFLORE;399464460;;;0.167134144338585;1.52955335651244
1048;EMMAUS VIENNE LYO;399498310;4,90897;45,532014;0.284692116729964;1.90727699530516
1049;EMMAUS;399498591;5,257436;45,601865;0.276176130286631;1.87991441561915
1050;BAXTER INJECTION;399796861;;;0.297152145904117;1.94731211553891
1051;TISSAGES SAFADI R;399815703;5,293722;45,38607;0.270099744810137;1.86039047873763
1052;NIVIS MEDIAS;400248324;5,718521;45,196791;0.132257356466653;1.41749130783632
1053;USINAGE FORMAGE PLASTIQUES;400323770;;;0.0438307023161436;1.13336904124264
1054;BUDILLON RABATEL SA;400622601;;;0.241937792917131;1.76990376202975
1055;INDRA SAS;400641296;;;0.300481672192607;1.95801016314523
1056;AVERI TP;400779997;5,779831;45,181138;0.0555588707901193;1.17105263157895
1057;CSBJ-RUGBY;400904223;5,284938;45,588883;0.276176130286631;1.87991441561915
1058;MISSION LOCALE SU;401286778;5,719863;45,148382;0.148239082651405;1.46884193634662
1059;ASSOCIATION DES;401493630;5,741976;45,164599;0.152400990512017;1.48221449585451
1060;ACOUSTB;401502661;5,774863;45,186184;0.150985941839409;1.47766782562182
1061;SOVERT;401628763;;;0.301730244550791;1.96202193099759
1062;SOVERT;401628763;5,267588;45,597284;0.275576062718127;1.87798634812287
1063;ALP'ETUDES INGEN;401775358;5,591108;45,321102;0.166634715395312;1.52794864937149
1064;ACTE INTERNATION;402188569;5,567757;45,35219;0.0988816894704448;1.31025248661056
1065;DHL SERVICES LOG;402350136;5,107463;45,670745;0.271815941208095;1.86590476190476
1066;NUMANS DAUPHINE;402447726;5,813168026;45,21673597;0.176290341631932;1.55897298742979
1067;SARL FERRONNERIE;402527345;5,179765;45,540475;0.270099744810137;1.86039047873763
1068;CHATEAUFORM' FRANCE;402559595;;;0.261276500145638;1.8320406525809
1069;DANISCO FRANCE;402674329;5,407093975;45,207275;0.297152145904117;1.94731211553891
1070;GEIQ BTP ISERE DR;402766091;5,703671;45,203522;0.132257356466653;1.41749130783632
1071;GEIQ BTP ISERE DROME ARDECHE;402766091;;;0.301730244550791;1.96202193099759
1072;NEPTUNE INTERNET;402822282;5,731945;45,191076;0.132257356466653;1.41749130783632
1073;MANCIPOZ TRANSPORT;402941801;5,286646;45,68582;0.314910755310536;2.0043720190779
1074;REVEX;403093297;5,467898;45,394087;0.147811310179805;1.46746746746747
1075;REVEX;403093297;;;0.269600315866863;1.85878577159668
1076;ACGP CACI TOITUR;403316102;5,680045;45,201273;0.152234514197593;1.48167959347419
1077;WEFOLD ST-VICTOR;403327638;5,403422;45,539045;0.242775631018589;1.77259580621837
1078;CHARPENTE ET MENUI;403503014;6,020169;45,067644;0.413755877020426;2.3219696969697
1079;SARL ITERM;403688096;;;0.150985941839409;1.47766782562182
1080;LA DEVOUEE;403689276;5,778213;45,180585;0.0836607858129732;1.26134644478064
1081;ILO TECHNOLOGY;403823867;5,235358;45,729619;0.223661383704298;1.7111801242236
1082;CENTRE DE L ILE DU BATTOIR;403919046;;;0.310636727372502;1.99063920834448
1083;ABAG (ABATTOIRS;404048704;5,658822;45,242747;0.0934358942624563;1.29275468922398
1084;ASSOCIATION CEME;404169997;5,698062;45,125679;0.153483086555776;1.48569136132656
1085;SNC SOCOMAT;404200446;5,186476;45,748123;0.29948281430606;1.95480074886333
1086;ALTECA;404208035;5,722164;45,18359;0.132257356466653;1.41749130783632
1087;BONNEAU SAS;404239527;4,852696;45,502466;0.294571763030538;1.93902112864402
1088;DIYBEL;404338683;4,80918;45,324321;0.296520875061364;1.94528378930176
1089;OSEZ;404349961;5,156068;45,611201;0.28316813549246;1.9023803155924
1090;ATELIER ELECTRIQ;404675878;5,570124;45,350706;0.163471665421246;1.51778550414549
1091;SWAN INSTRUMENTS;405108457;5,476121;45,388358;0.268934410609165;1.85664616207542
1092;CARROSSERIE GIRAU;405109075;5,71649;45,163109;0.132257356466653;1.41749130783632
1093;CARMAX;405198169;4,80981;45,3088;0.436814538605248;2.39605911330049
1094;SAS C.I.M.;405300674;;;0.299732528777697;1.95560310243381
1095;ENTREPRISE FERRANTE SAV;405312216;;;0.132257356466653;1.41749130783632
1096;NIKE RETAIL BV;405395518;5,16313;45,624822;0.28316813549246;1.9023803155924
1097;JET ARMATURES;405397100;5,266327;45,597991;0.261329908185972;1.83221225710015
1098;TRANSPORTS GUILLERMIN RAYMOND;407280270;;;0.0741443168621631;1.23076923076923
1099;ASPIT EMPLOI;407836998;;;0.164237588359045;1.52024647887324
1100;VERCORS RESTAURAT;408263788;5,687483;45,18508;0.152234514197593;1.48167959347419
1101;CAFE RESTAURANT BASTILLE CHEZ PER'GRAS;408269322;;;0.0271734556672626;1.07984790874525
1102;BRCM;408306371;5,442591;45,347607;0.190497839407298;1.60462287104623
1103;OSTERMANN FRANCE;408344620;5,322145;45,138561;0.296403002489207;1.94490505482749
1104;LABORATOIRE CENT;408363174;5,590227;45,318754;0.166634715395312;1.52794864937149
1105;JMCX;408419679;5,186476;45,748123;0.29948281430606;1.95480074886333
1106;CHASSE SUR RHONE;408492908;;;0.284332205607289;1.90612057063967
1107;LA TALEMELERIE;408505378;5,706577;45,186096;0.132257356466653;1.41749130783632
1108;DOMUSVI DOMICILE;408660595;5,7172;45,190388;0.132257356466653;1.41749130783632
1109;SESAME AUTISME RHONE ALPES;408814705;;;0.178870724505512;1.56726397432469
1110;SESAME AUTISME RHONE ALPES;408814705;;;0.178953962662724;1.56753142551484
1111;SARL FERLIN CHRIS;408990653;5,31796;45,151813;0.296403002489207;1.94490505482749
1112;UPERGY;409101706;5,673626;45,221929;0.151069179996621;1.47793527681198
1113;UPERGY;409101706;5,673626;45,221929;0.0580765468606333;1.17914213624895
1114;ASSOCIATION LOCA;409195708;5,696009;45,191161;0.152234514197593;1.48167959347419
1115;SARL SERMORENS;409803178;5,527906043;45,38561602;0.168465954853981;1.53383257555496
1116;FIVES MACHINING;409893443;5,712235;45,156479;0.148239082651405;1.46884193634662
1117;INEO RHONE ALPES A;409899127;5,6154;45,309333;0.0171349334281871;1.04759329367226
1118;CORIM SOLUTIONS;409975521;5,67535;45,200958;0.152234514197593;1.48167959347419
1119;FRID'ALPES;410154405;;;0.297818051161815;1.94945172506018
1120;REGIE INTER QUAR;410232490;4,878316;45,528718;0.294571763030538;1.93902112864402
1121;RONAVAL;410303796;5,259823;45,596265;0.276176130286631;1.87991441561915
1122;TERIDEAL TARVEL;410344923;5,624199;45,264166;0.153899277341838;1.48702861727735
1123;LEROUX ET LOTZ T;410353437;5,714267;45,150616;0.148239082651405;1.46884193634662
1124;AUCHAN SUPERMARC;410409015;5,726445;45,179486;0.132257356466653;1.41749130783632
1125;AUCHAN SUPERMARC;410409015;5,739468;45,170878;0.132257356466653;1.41749130783632
1126;AUCHAN SUPERMARC;410409015;5,719639;45,180912;0.132257356466653;1.41749130783632
1127;AUCHAN SUPERMARC;410409015;5,598834;45,361574;0.163471665421246;1.51778550414549
1128;AUCHAN SUPERMARCH;410409015;5,728102;45,166366;0.132257356466653;1.41749130783632
1129;PVD;410549463;5,660551;45,249246;0.153483086555776;1.48569136132656
1130;DSV SOLUTIONS FR;410678916;5,110263;45,672565;0.250327210812089;1.79685966633955
1131;ATTITUDES SA;411223563;4,804675;45,329633;0.234848863610963;1.74712643678161
1132;SAS AVENIR METAL;411468366;5,173311;45,653253;0.290951860145206;1.92739007664381
1133;MMV;411926892;;;0.310470251058077;1.99010430596416
1134;LA RESSOURCE;412257628;5,730595;45,173681;0.132257356466653;1.41749130783632
1135;SNCF RESEAU;412280737;5,712529;45,191393;0.132257356466653;1.41749130783632
1136;SNCF RESEAU;412280737;5,715318;45,190535;0.132257356466653;1.41749130783632
1137;SNCF RESEAU;412280737;5,70713;45,201608;0.132257356466653;1.41749130783632
1138;PARETI BTP;412390270;;;0.178870724505512;1.56726397432469
1139;GINGER CEBTP;412442519;5,818985;45,22139;0.0391040213093853;1.11818181818182
1140;CRESCENDO RESTAURATION;412824559;;;0.297818051161815;1.94945172506018
1141;ALBION BOURGOIN;412936551;5,276465;45,590281;0.276176130286631;1.87991441561915
1142;MARGARON SAS;413107442;5,240118;45,259894;0.254774454240624;1.81114903299204
1143;BRASSERIE BOCK;413192873;5,728362004;45,19279802;0.132257356466653;1.41749130783632
1144;SOLOC RABOTAGE;413808890;5,10601;45,75987;0.285582042051615;1.91013640010698
1145;MOKAMATIC;413837949;5,623512;45,255682;0.153899277341838;1.48702861727735
1146;ARCELORMITTAL CENTRES DE SERVICES;413935776;;;0.178371295562239;1.56565926718374
1147;ASSO GESTION ANIMAT;413940685;5,74459;45,09424;0.154481944442323;1.48890077560845
1148;FOOTBALL CLUB DE;414045195;5,270694;45,601087;0.276176130286631;1.87991441561915
1149;SARL LHASSA;414228692;;;0.203575691915002;1.64664310954064
1150;GABRIEL TP;414529941;;;0.487226106299371;2.55803571428571
1151;CONFORAMA FRANCE;414819409;4,808309;45,57481;0.297818051161815;1.94945172506018
1152;CONFORAMA FRANCE;414819409;5,683423;45,216389;0.151069179996621;1.47793527681198
1153;TYCO ELECTRONICS;414833939;5,666628;45,235116;0.151069179996621;1.47793527681198
1154;MAINCARE SOLUTIONS;414876177;;;0.176290341631932;1.55897298742979
1155;A2C AUTOMOBILES;414884288;4,810242999;45,31946603;0.304144151109946;1.96977801551217
1156;LACROIX SAS;415041367;5,305622;45,574103;0.284832898636705;1.90772933939556
1157;KOESIO AURA INFO;415050525;5,729229;45,150219;0.148239082651405;1.46884193634662
1158;BOIS-PANNEAUX-MENUISERIES-SONNIER;415057595;;;0.301730244550791;1.96202193099759
1159;GARAGE CHRISTIAN REY;415230507;;;0.314211123770888;2.00212404418012
1160;MBTM MELLET BILLO;417538451;5,735276;45,383839;0.284749660479492;1.9074618882054
1161;SOCIETE NOUVELLE;418108569;5,712102;45,152737;0.148239082651405;1.46884193634662
1162;DELALUNE SARL;418115754;5,729948;45,181288;0.132257356466653;1.41749130783632
1163;ENTREPRISE BONIN;418355533;5,365053;45,153149;0.57468228076119;2.83903974813066
1164;MRB;418550166;5,693031;45,212475;0.153316610241352;1.48515645894624
1165;MARIANNE;418564720;5,692993;45,134888;0.153483086555776;1.48569136132656
1166;FIGUET SARL;418668083;5,044308;45,342333;0.310636727372502;1.99063920834448
1167;SDEL DAUPHINE SA;418767646;5,706843;45,138993;0.148239082651405;1.46884193634662
1168;TRANSPORTS JAMME;418894630;5,052041;45,637219;0.334942269278478;2.06873495587055
1169;ATELIER DECOLLET;419039888;5,706363;45,159201;0.132257356466653;1.41749130783632
1170;BH TECHNOLOGIES;419130190;5,704568;45,190035;0.132257356466653;1.41749130783632
1171;TRILOG;419283528;5,785783;45,206846;0.151069179996621;1.47793527681198
1172;EVONIK AEROSIL FRANCE;419341045;;;0.505074659685144;2.61538461538462
1173;DIGIMIND;419346135;5,712529;45,191393;0.132257356466653;1.41749130783632
1174;;419431507;5,702693;45,151872;0.148239082651405;1.46884193634662
1175;PRISME MECA;419659735;5,426589;45,391485;0.2698500303385;1.85958812516716
1176;MAISON FAMILIALE;419694724;5,680844;45,23154;0.151069179996621;1.47793527681198
1177;FERREIRA SAS;419802525;5,673626;45,221929;0.151069179996621;1.47793527681198
1178;GIRARDON MATERIAUX;419893235;;;0.260111165944667;1.82829633591869
1179;ETABLISSEMENT PR;420119406;5,670142;45,537035;0.260527356730728;1.82963359186948
1180;COTE BRUNE;420507071;;;0.310470251058077;1.99010430596416
1181;BK SYSTEMES;420802027;5,172102;45,625604;0.284250231536219;1.90585718106446
1182;LA BANQUE POSTALE;421100645;5,70303;45,184669;0.132257356466653;1.41749130783632
1183;THIRIET DISTRIBUTION;421110198;;;0.28466642232228;1.90719443701524
1184;THABORA;421217241;5,271629;45,595885;0.276176130286631;1.87991441561915
1185;JOUBERT FRANCE;421243841;;;0.179037200819937;1.567798876705
1186;ATLANTIC CLIMATI;421370289;5,128816;45,658547;0.276925273701541;1.88232147633057
1187;EURO CONFORT MAI;421378712;5,759145;45,176331;0.150985941839409;1.47766782562182
1188;DE CLERMONT SAS;421437849;5,639993;44,929017;0.333532564949832;2.06420545746388
1189;NOVELIS PAE;421528555;5,608954;45,312458;0.166967668024161;1.52901845413212
1190;IFOTEC;421531708;5,567373;45,350311;0.163471665421246;1.51778550414549
1191;MAISON FAMILIA;421566746;5,535033984;45,54793403;0.260943547516789;1.83097084782027
